0.0,0,0
0.203,1,0
0.305,1,0
0.406,0,0
0.406,1,0
0.61,1,0
0.711,0,0
0.915,1,0
1.016,1,0
1.118,1,0
1.22,0,0
1.22,1,0
1.423,1,0
1.627,0,0
1.83,1,0
1.932,1,0
2.033,0,0
2.033,1,0
2.237,1,0
2.338,0,0
2.542,1,0
2.644,1,0
2.745,1,0
2.847,0,0
2.847,1,0
3.05,0,0
3.254,0,0
3.457,1,0
3.559,1,0
3.661,0,0
3.661,1,0
3.864,1,0
3.966,0,0
4.169,1,0
4.271,1,0
4.372,1,0
4.474,0,0
4.474,1,0
4.677,0,0
4.881,0,0
5.084,1,0
5.186,1,0
5.288,0,0
5.288,1,0
5.491,1,0
5.593,0,0
5.796,1,0
5.898,1,0
6.0,1,0
6.101,0,0
6.101,1,0
6.305,1,0
6.508,0,0
6.711,1,0
6.813,1,0
6.915,0,0
6.915,1,0
7.118,1,0
7.22,0,0
7.423,1,0
7.525,1,0
7.627,1,0
7.728,0,0
7.728,1,0
7.932,0,0
8.135,0,0
8.338,1,0
8.44,1,0
8.542,0,0
8.542,1,0
8.745,1,0
8.847,0,0
9.05,1,0
9.152,1,0
9.254,1,0
9.355,0,0
9.355,1,0
9.559,0,0
9.762,0,0
9.966,1,0
10.067,1,0
10.169,1,0
10.169,0,0
10.372,1,0
10.474,0,0
10.677,1,0
10.779,1,0
10.881,1,0
10.983,1,0
10.983,0,0
11.186,1,0
11.389,0,0
11.593,1,0
11.694,1,0
11.796,1,0
11.796,0,0
12.0,1,0
12.101,0,0
12.305,1,0
12.406,1,0
12.508,1,0
12.61,1,0
12.61,0,0
12.813,0,0
13.016,0,0
13.22,1,0
13.322,1,0
13.423,1,0
13.423,0,0
13.627,1,0
13.728,0,0
13.932,1,0
14.033,1,0
14.135,1,0
14.237,1,0
14.237,0,0
14.44,0,0
14.644,0,0
14.847,1,0
14.949,1,0
15.05,0,0
15.05,1,0
15.254,1,0
15.355,0,0
15.559,1,0
15.661,1,0
15.762,1,0
15.864,0,0
15.864,1,0
16.067,1,0
16.271,0,0
16.474,1,0
16.576,1,0
16.677,0,0
16.677,1,0
16.881,1,0
16.983,0,0
17.186,1,0
17.288,1,0
17.389,1,0
17.491,0,0
17.491,1,0
17.694,0,0
17.898,0,0
18.101,1,0
18.203,1,0
18.305,0,0
18.305,1,0
18.508,1,0
18.61,0,0
18.813,1,0
18.915,1,0
19.016,1,0
19.118,0,0
19.118,1,0
19.322,0,0
19.525,0,0
19.728,1,0
19.83,1,0
19.932,1,0
19.932,0,0
20.135,1,0
20.237,0,0
20.44,1,0
20.542,1,0
20.644,1,0
20.745,1,0
20.745,0,0
20.949,1,0
21.152,0,0
21.355,1,0
21.457,1,0
21.559,1,0
21.559,0,0
21.762,1,0
21.864,0,0
22.067,1,0
22.169,1,0
22.271,1,0
22.372,1,0
22.372,0,0
22.576,0,0
22.779,0,0
22.983,1,0
23.084,1,0
23.186,1,0
23.186,0,0
23.389,1,0
23.491,0,0
23.694,1,0
23.796,1,0
23.898,1,0
24.0,1,0
24.0,0,0
24.203,0,0
24.406,0,0
24.508,1,0
24.61,0,0
24.711,1,0
24.813,1,0
24.915,0,0
25.016,1,0
25.118,0,0
25.118,1,0
25.322,1,0
25.525,1,0
25.627,0,0
25.728,1,0
25.779,0,0
25.83,1,0
25.932,0,0
26.033,0,0
26.135,0,0
26.237,1,0
26.237,0,0
26.44,1,0
26.542,1,0
26.644,1,0
26.644,0,0
26.847,0,0
26.949,0,0
27.05,1,0
27.05,0,0
27.152,1,0
27.355,1,0
27.457,1,0
27.457,0,0
27.661,0,0
27.762,0,0
27.864,1,0
27.864,0,0
28.067,1,0
28.169,1,0
28.271,1,0
28.271,0,0
28.474,0,0
28.576,0,0
28.677,1,0
28.677,0,0
28.779,1,0
28.983,1,0
29.084,1,0
29.084,0,0
29.288,0,0
29.389,0,0
29.491,1,0
29.491,0,0
29.694,1,0
29.796,1,0
29.898,1,0
29.898,0,0
30.101,0,0
30.203,0,0
30.305,1,0
30.305,0,0
30.406,1,0
30.61,1,0
30.711,1,0
30.711,0,0
30.915,0,0
31.016,0,0
31.118,0,0
31.118,1,0
31.322,1,0
31.423,1,0
31.525,0,0
31.525,1,0
31.728,0,0
31.83,0,0
31.932,0,0
31.932,1,0
32.033,1,0
32.237,1,0
32.338,0,0
32.338,1,0
32.542,0,0
32.644,0,0
32.745,1,0
32.745,0,0
32.949,1,0
33.05,1,0
33.152,1,0
33.152,0,0
33.355,0,0
33.457,0,0
33.559,1,0
33.559,0,0
33.661,1,0
33.864,1,0
33.966,1,0
33.966,0,0
34.169,0,0
34.271,0,0
34.372,0,0
34.372,1,0
34.576,1,0
34.677,1,0
34.779,0,0
34.779,1,0
34.983,0,0
35.084,0,0
35.186,0,0
35.186,1,0
35.288,1,0
35.491,1,0
35.593,0,0
35.593,1,0
35.796,0,0
35.898,0,0
36.0,1,0
36.0,0,0
36.203,1,0
36.305,1,0
36.406,1,0
36.406,0,0
36.61,0,0
36.711,0,0
36.813,1,0
36.813,0,0
36.915,1,0
37.118,1,0
37.22,1,0
37.22,0,0
37.423,0,0
37.525,0,0
37.627,0,0
37.627,1,0
37.83,1,0
37.932,1,0
38.033,0,0
38.033,1,0
38.237,0,0
38.338,0,0
38.44,0,0
38.44,1,0
38.542,1,0
38.745,1,0
38.847,0,0
38.847,1,0
39.05,0,0
39.152,0,0
39.254,1,0
39.254,0,0
39.457,1,0
39.559,1,0
39.661,1,0
39.661,0,0
39.864,0,0
39.966,0,0
40.067,1,0
40.067,0,0
40.169,1,0
40.372,1,0
40.474,1,0
40.474,0,0
40.677,0,0
40.779,0,0
40.881,0,0
40.881,1,0
41.084,1,0
41.186,1,0
41.288,0,0
41.288,1,0
41.491,0,0
41.593,0,0
41.694,0,0
41.694,1,0
41.796,1,0
42.0,1,0
42.101,0,0
42.101,1,0
42.305,0,0
42.406,0,0
42.508,1,0
42.508,0,0
42.711,1,0
42.813,1,0
42.915,1,0
42.915,0,0
43.118,0,0
43.22,0,0
43.322,1,0
43.322,0,0
43.423,1,0
43.627,1,0
43.728,1,0
43.728,0,0
43.932,0,0
44.033,0,0
44.135,0,0
44.135,1,0
44.338,1,0
44.44,1,0
44.542,0,0
44.542,1,0
44.745,0,0
44.847,0,0
44.949,0,0
44.949,1,0
45.05,1,0
45.254,1,0
45.355,0,0
45.355,1,0
45.559,0,0
45.661,0,0
45.762,1,0
45.762,0,0
45.966,1,0
46.067,1,0
46.169,1,0
46.169,0,0
46.372,0,0
46.474,0,0
46.576,1,0
46.576,0,0
46.677,1,0
46.881,1,0
46.983,1,0
46.983,0,0
47.186,0,0
47.288,0,0
47.389,0,0
47.389,1,0
47.593,1,0
47.694,1,0
47.796,0,0
47.796,1,0
48.0,0,0
48.101,0,0
48.203,0,0
48.203,1,0
48.305,1,0
48.508,1,0
48.61,0,0
48.61,1,0
48.813,0,0
48.915,0,0
49.016,1,0
49.016,0,0
49.22,1,0
49.322,1,0
49.423,1,0
49.423,0,0
49.627,0,0
49.728,0,0
49.83,1,0
49.83,0,0
49.932,1,0
50.135,1,0
50.237,1,0
50.237,0,0
50.44,0,0
50.542,0,0
50.644,0,0
50.644,1,0
50.847,1,0
50.949,1,0
51.05,0,0
51.05,1,0
51.254,0,0
51.355,0,0
51.457,0,0
51.457,1,0
51.559,1,0
51.762,1,0
51.864,0,0
51.864,1,0
52.067,0,0
52.169,0,0
52.271,1,0
52.271,0,0
52.474,1,0
52.576,1,0
52.677,1,0
52.677,0,0
52.881,0,0
52.983,0,0
53.084,1,0
53.084,0,0
53.186,1,0
53.389,1,0
53.491,1,0
53.491,0,0
53.694,0,0
53.796,0,0
53.898,0,0
53.898,1,0
54.101,1,0
54.203,1,0
54.305,0,0
54.305,1,0
54.508,0,0
54.61,0,0
54.711,0,0
54.711,1,0
54.813,1,0
55.016,1,0
55.118,0,0
55.118,1,0
55.322,0,0
55.423,0,0
55.525,1,0
55.525,0,0
55.728,1,0
55.83,1,0
55.932,1,0
55.932,0,0
56.135,0,0
56.237,0,0
56.338,1,0
56.338,0,0
56.44,1,0
56.644,1,0
56.745,1,0
56.745,0,0
56.949,0,0
57.05,0,0
57.152,0,0
57.152,1,0
57.355,1,0
57.457,1,0
57.559,0,0
57.559,1,0
57.762,0,0
57.864,0,0
57.966,0,0
57.966,1,0
58.067,1,0
58.271,1,0
58.372,0,0
58.372,1,0
58.576,0,0
58.677,0,0
58.779,1,0
58.779,0,0
58.983,1,0
59.084,1,0
59.186,1,0
59.186,0,0
59.389,0,0
59.491,0,0
59.593,1,0
59.593,0,0
59.694,1,0
59.898,1,0
60.0,1,0
60.0,0,0
60.203,0,0
60.305,0,0
60.406,0,0
60.406,1,0
60.61,1,0
60.711,1,0
60.813,0,0
60.813,1,0
61.016,0,0
61.118,0,0
61.22,0,0
61.22,1,0
61.322,1,0
61.525,1,0
61.627,0,0
61.627,1,0
61.83,0,0
61.932,0,0
62.033,1,0
62.033,0,0
62.237,1,0
62.338,1,0
62.44,1,0
62.44,0,0
62.644,0,0
62.745,0,0
62.847,1,0
62.847,0,0
62.949,1,0
63.152,1,0
63.254,1,0
63.254,0,0
63.457,0,0
63.559,0,0
63.661,0,0
63.661,1,0
63.864,1,0
63.966,1,0
64.067,0,0
64.067,1,0
64.271,0,0
64.372,0,0
64.474,0,0
64.474,1,0
64.576,1,0
64.779,1,0
64.881,0,0
64.881,1,0
65.084,0,0
65.186,0,0
65.288,1,0
65.288,0,0
65.491,1,0
65.593,1,0
65.694,1,0
65.694,0,0
65.898,0,0
66.0,0,0
66.101,1,0
66.101,0,0
66.203,1,0
66.406,1,0
66.508,1,0
66.508,0,0
66.711,0,0
66.813,0,0
66.915,0,0
66.915,1,0
67.118,1,0
67.22,1,0
67.322,0,0
67.322,1,0
67.525,0,0
67.627,0,0
67.728,0,0
67.728,1,0
67.83,1,0
68.033,1,0
68.135,0,0
68.135,1,0
68.338,0,0
68.44,0,0
68.542,1,0
68.542,0,0
68.745,1,0
68.847,1,0
68.949,1,0
68.949,0,0
69.152,0,0
69.254,0,0
69.355,1,0
69.355,0,0
69.457,1,0
69.661,1,0
69.762,1,0
69.762,0,0
69.966,0,0
70.067,0,0
70.169,0,0
